,unique_foods,input_number,avg_daily_food,avg_proportions_diff,Protein_positive_difference,Protein_negative_difference,Protein_none_difference,Calories_positive_difference,Calories_negative_difference,Calories_none_difference,Sodium_positive_difference,Sodium_negative_difference,Sodium_none_difference,Sugar_positive_difference,Sugar_negative_difference,Sugar_none_difference,Fat_positive_difference,Fat_negative_difference,Fat_none_difference,Carbs_positive_difference,Carbs_negative_difference,Carbs_none_difference,Fiber_positive_difference,Fiber_negative_difference,Fiber_none_difference,Protein_avg,Calories_avg,Sodium_avg,Sugar_avg,Fat_avg,Carbs_avg,Fiber_avg
3521,109,23,4.739130434782608,63.69565217391305,22,1,0,17,6,0,9,14,0,0,0,23,9,14,0,18,5,0,0,0,23,76.26086956521739,1352.695652173913,2461.782608695652,0.0,54.91304347826087,139.65217391304347,0.0
3522,24,5,4.8,17.6,5,0,0,1,4,0,0,0,5,1,4,0,2,3,0,0,5,0,0,0,5,52.6,945.0,0.0,72.4,30.2,111.6,0.0
3523,16,5,3.2,680.8,5,0,0,5,0,0,5,0,0,0,0,5,5,0,0,5,0,0,5,0,0,16.4,1158.0,293.2,0.0,11.6,77.0,12.2
3524,609,154,3.9545454545454546,67.66233766233766,133,20,1,104,50,0,0,0,154,95,58,1,86,63,5,97,57,0,133,17,4,49.95454545454545,1305.6298701298701,0.0,42.4025974025974,56.88961038961039,149.7922077922078,18.649350649350648
3525,133,28,4.75,67.03571428571429,21,7,0,22,6,0,0,0,28,0,0,28,18,10,0,23,5,0,28,0,0,59.75,1195.1785714285713,0.0,0.0,47.5,140.92857142857142,12.392857142857142
3526,1,1,1.0,2.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,5.0,290.0,160.0,32.0,4.0,58.0,0.0
3527,86,18,4.777777777777778,87.27777777777777,18,0,0,13,5,0,13,5,0,3,14,1,18,0,0,8,10,0,0,0,18,64.27777777777777,1837.888888888889,1825.8333333333333,119.94444444444444,44.611111111111114,273.05555555555554,0.0
3528,143,30,4.766666666666667,48.86666666666667,25,5,0,27,3,0,0,0,30,28,2,0,28,2,0,5,25,0,22,8,0,59.43333333333333,923.3666666666667,0.0,18.733333333333334,49.166666666666664,67.9,23.933333333333334
3529,79,14,5.642857142857143,250.28571428571428,10,4,0,9,5,0,0,0,14,0,0,14,11,3,0,8,6,0,0,0,14,76.85714285714286,1618.0714285714287,0.0,0.0,49.5,166.78571428571428,0.0
3530,231,39,5.923076923076923,114.43589743589743,35,4,0,38,1,0,0,0,39,16,22,1,30,8,1,29,10,0,32,6,1,57.56410256410256,1345.8461538461538,0.0,65.84615384615384,46.743589743589745,168.94871794871796,20.512820512820515
3531,390,177,2.2033898305084745,144.57062146892656,168,9,0,133,44,0,0,0,177,0,0,177,116,58,3,130,47,0,61,110,6,59.23163841807909,1551.502824858757,0.0,0.0,50.85310734463277,184.14689265536722,31.887005649717516
3532,297,42,7.071428571428571,47.0,27,15,0,31,11,0,37,5,0,21,20,1,14,28,0,42,0,0,0,0,42,49.285714285714285,1043.4285714285713,1083.595238095238,42.666666666666664,41.38095238095238,107.57142857142857,0.0
3533,26,4,6.5,32.0,3,1,0,3,1,0,3,1,0,2,2,0,3,1,0,3,1,0,0,0,4,57.75,1131.0,1828.5,68.25,33.5,156.0,0.0
3534,175,63,2.7777777777777777,135.63492063492063,63,0,0,58,5,0,63,0,0,28,33,2,48,15,0,31,31,1,0,0,63,39.92063492063492,926.063492063492,692.4126984126984,60.904761904761905,29.158730158730158,112.46031746031746,0.0
3535,338,75,4.506666666666667,81.49333333333334,75,0,0,75,0,0,35,39,1,74,1,0,71,4,0,25,48,2,0,0,75,191.4,1849.5466666666666,2422.36,44.6,62.666666666666664,125.53333333333333,0.0
3536,774,172,4.5,43.73255813953488,94,76,2,164,8,0,111,61,0,111,57,4,162,7,3,156,16,0,0,0,172,83.98837209302326,1294.156976744186,2006.7151162790697,57.76744186046512,37.52906976744186,161.13953488372093,0.0
3537,397,75,5.293333333333333,96.01333333333334,71,4,0,75,0,0,71,4,0,74,1,0,74,0,1,70,5,0,0,0,75,37.84,934.9733333333334,920.32,10.093333333333334,25.786666666666665,121.46666666666667,0.0
3538,2,1,2.0,45.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,40.0,513.0,1406.0,5.0,24.0,23.0,0.0
3539,94,162,0.5802469135802469,19.839506172839506,159,3,0,162,0,0,162,0,0,162,0,0,160,2,0,162,0,0,0,0,162,11.87037037037037,240.5,222.25925925925927,8.938271604938272,9.808641975308642,24.0,0.0
3540,16,3,5.333333333333333,44.0,2,1,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,83.33333333333333,682.3333333333334,824.3333333333334,5.333333333333333,14.333333333333334,44.0,0.0
3541,97,12,8.083333333333334,26.75,11,1,0,11,1,0,9,3,0,0,0,12,10,2,0,12,0,0,12,0,0,43.416666666666664,1006.5,1622.6666666666667,0.0,44.083333333333336,111.91666666666667,17.0
3542,596,77,7.740259740259741,137.80519480519482,55,22,0,38,39,0,31,46,0,28,48,1,31,45,1,46,31,0,0,0,77,65.58441558441558,1667.4935064935064,2616.246753246753,82.77922077922078,60.41558441558441,198.76623376623377,0.0
3543,282,44,6.409090909090909,250.1590909090909,32,12,0,26,18,0,30,14,0,0,0,44,24,20,0,31,13,0,34,8,2,100.45454545454545,1527.1363636363637,2101.5227272727275,0.0,48.43181818181818,134.3409090909091,18.772727272727273
3544,347,84,4.130952380952381,39.73809523809524,59,25,0,70,14,0,0,0,84,55,23,6,74,10,0,62,22,0,66,18,0,48.48809523809524,941.8690476190476,0.0,18.797619047619047,62.44047619047619,51.48809523809524,14.845238095238095
3545,49,9,5.444444444444445,60.333333333333336,6,3,0,9,0,0,9,0,0,7,2,0,7,1,1,7,2,0,0,0,9,39.44444444444444,727.3333333333334,709.7777777777778,32.666666666666664,19.444444444444443,94.77777777777777,0.0
3546,94,19,4.947368421052632,121.42105263157895,17,2,0,19,0,0,19,0,0,16,3,0,19,0,0,19,0,0,0,0,19,28.31578947368421,755.0526315789474,276.05263157894734,36.26315789473684,17.0,92.57894736842105,0.0
3547,66,12,5.5,24.583333333333332,12,0,0,11,1,0,12,0,0,10,2,0,8,4,0,12,0,0,0,0,12,38.583333333333336,815.0833333333334,937.75,37.666666666666664,32.833333333333336,93.25,0.0
3548,122,64,1.90625,48.78125,48,13,3,63,1,0,60,4,0,0,0,64,48,13,3,60,4,0,64,0,0,105.359375,1119.625,1588.390625,0.0,34.53125,108.84375,14.578125
3549,87,40,2.175,84.725,40,0,0,38,2,0,40,0,0,0,0,40,37,3,0,12,28,0,38,2,0,30.725,961.75,532.9,0.0,30.225,123.85,7.8
3550,194,84,2.3095238095238093,81.05952380952381,71,13,0,72,12,0,71,13,0,45,37,2,53,29,2,56,26,2,0,0,84,110.78571428571429,1258.5714285714287,1679.3214285714287,31.94047619047619,36.75,109.57142857142857,0.0
3551,240,66,3.6363636363636362,41.60606060606061,56,8,2,65,1,0,49,17,0,0,0,66,63,3,0,65,1,0,65,1,0,99.63636363636364,1842.3181818181818,1985.560606060606,0.0,51.65151515151515,247.21212121212122,28.106060606060606
3552,845,176,4.801136363636363,129.07386363636363,152,24,0,86,89,1,26,150,0,0,0,176,53,122,1,106,66,4,142,30,4,90.0965909090909,2377.1647727272725,3579.2272727272725,0.0,95.4659090909091,276.8125,24.488636363636363
3553,4,2,2.0,15.0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,1.5,212.0,71.5,28.5,5.0,44.0,0.0
3554,488,179,2.7262569832402233,61.93854748603352,105,67,7,151,28,0,0,0,179,0,0,179,167,9,3,21,155,3,149,27,3,74.85474860335195,1240.2067039106146,0.0,0.0,81.18435754189944,45.5195530726257,15.569832402234637
3555,305,47,6.48936170212766,159.08510638297872,36,11,0,33,14,0,0,0,47,0,0,47,19,28,0,38,9,0,0,0,47,72.38297872340425,1657.4893617021276,0.0,0.0,72.40425531914893,174.89361702127658,0.0
3556,97,13,7.461538461538462,160.0,12,1,0,8,5,0,10,3,0,5,8,0,9,4,0,8,5,0,0,0,13,74.3076923076923,1449.4615384615386,1521.923076923077,56.84615384615385,46.84615384615385,146.0,0.0
3557,432,121,3.5702479338842976,37.15702479338843,120,1,0,116,5,0,100,21,0,116,5,0,66,51,4,80,41,0,0,0,121,41.63636363636363,828.4876033057851,1388.2148760330579,28.297520661157026,32.48760330578512,93.86776859504133,0.0
3558,162,25,6.48,106.44,16,9,0,15,10,0,0,0,25,0,0,25,21,4,0,15,10,0,0,0,25,54.92,1188.84,0.0,0.0,28.0,156.16,0.0
3559,23,5,4.6,71.8,4,1,0,3,2,0,3,2,0,0,5,0,4,1,0,4,1,0,0,0,5,45.4,1256.2,1818.6,61.0,41.2,160.8,0.0
3560,181,34,5.323529411764706,82.82352941176471,28,6,0,29,5,0,23,11,0,22,12,0,32,2,0,24,10,0,0,0,34,56.470588235294116,1315.8235294117646,1874.1764705882354,63.85294117647059,35.529411764705884,190.61764705882354,0.0
3561,516,63,8.19047619047619,106.76190476190476,38,21,4,37,25,1,16,47,0,14,46,3,19,40,4,30,31,2,0,0,63,64.0952380952381,1562.4761904761904,3062.3650793650795,82.65079365079364,54.317460317460316,205.84126984126985,0.0
3562,379,101,3.7524752475247523,40.722772277227726,101,0,0,95,6,0,86,15,0,0,0,101,77,21,3,60,41,0,101,0,0,46.10891089108911,862.0792079207921,1404.1881188118812,0.0,40.78217821782178,73.21782178217822,6.306930693069307
3563,114,32,3.5625,105.65625,22,8,2,12,20,0,27,5,0,20,12,0,10,21,1,20,11,1,0,0,32,48.96875,1204.15625,1568.65625,37.71875,48.6875,130.0625,0.0
3564,377,145,2.6,89.8551724137931,145,0,0,145,0,0,116,29,0,123,21,1,132,11,2,138,6,1,0,0,145,55.10344827586207,1328.5310344827585,1557.7931034482758,51.186206896551724,38.52413793103448,170.98620689655172,0.0
3565,303,91,3.32967032967033,148.76923076923077,68,23,0,53,37,1,0,0,91,69,22,0,43,44,4,68,22,1,90,1,0,80.72527472527473,1489.1978021978023,0.0,34.527472527472526,57.175824175824175,130.47252747252747,11.494505494505495
3566,126,23,5.478260869565218,84.56521739130434,21,2,0,22,1,0,0,0,23,0,0,23,20,3,0,20,3,0,23,0,0,52.82608695652174,545.1304347826087,0.0,0.0,14.130434782608695,42.95652173913044,6.434782608695652
3567,5,1,5.0,33.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,222.0,1356.0,0.0,0.0,11.0,84.0,7.0
3568,400,124,3.225806451612903,61.435483870967744,118,5,1,115,8,1,100,24,0,95,27,2,112,12,0,113,11,0,0,0,124,51.346774193548384,1207.483870967742,1436.032258064516,60.346774193548384,33.82258064516129,166.90322580645162,0.0
3569,11,1,11.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,61.0,1504.0,0.0,59.0,58.0,187.0,18.0
3570,646,142,4.549295774647887,189.8450704225352,135,6,1,67,74,1,86,56,0,39,103,0,54,85,3,57,85,0,0,0,142,59.070422535211264,1671.9014084507041,2175.2323943661972,90.94366197183099,61.15492957746479,189.00704225352112,0.0
3571,460,80,5.75,61.6,75,5,0,50,30,0,0,0,80,24,53,3,45,35,0,17,63,0,69,9,2,72.2,1139.8625,0.0,34.6625,43.5625,115.1875,16.45
3572,6,2,3.0,12.5,2,0,0,2,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,2,36.5,1075.5,1499.5,18.5,40.0,145.5,0.0
3573,1421,179,7.93854748603352,130.79888268156424,168,10,1,154,25,0,0,0,179,107,70,2,115,56,8,162,15,2,0,0,179,81.12290502793296,1621.782122905028,0.0,64.72067039106145,49.98882681564246,181.3631284916201,0.0
3574,477,85,5.6117647058823525,47.38823529411765,85,0,0,55,30,0,59,26,0,47,36,2,19,66,0,22,62,1,0,0,85,68.47058823529412,1709.5882352941176,1842.9058823529413,69.34117647058824,81.3529411764706,183.2235294117647,0.0
3575,21,6,3.5,220.83333333333334,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,6,0,0,6,0,0,29.166666666666668,456.1666666666667,867.8333333333334,10.0,0.0,29.833333333333332,4.666666666666667
3576,238,68,3.5,165.0735294117647,65,3,0,40,28,0,0,0,68,0,0,68,37,31,0,26,41,1,65,3,0,29.16176470588235,762.1176470588235,0.0,0.0,33.279411764705884,51.25,8.132352941176471
3577,116,43,2.697674418604651,21.72093023255814,43,0,0,40,3,0,39,4,0,0,0,43,40,3,0,39,4,0,0,0,43,31.325581395348838,876.1162790697674,1208.7906976744187,0.0,26.162790697674417,129.02325581395348,0.0
3578,67,3,22.333333333333332,59.333333333333336,2,1,0,1,2,0,2,1,0,0,3,0,1,2,0,0,3,0,0,0,3,60.666666666666664,1537.6666666666667,3583.0,82.0,55.666666666666664,183.66666666666666,0.0
3579,695,141,4.929078014184397,327.468085106383,120,20,1,130,11,0,60,81,0,0,0,141,0,0,141,104,37,0,140,0,1,56.673758865248224,1226.2624113475176,2545.113475177305,0.0,0.0,171.13475177304966,14.687943262411348
3580,511,101,5.0594059405940595,164.77227722772278,46,55,0,71,30,0,90,11,0,53,48,0,65,33,3,97,4,0,0,0,101,51.2970297029703,939.8217821782179,1292.6237623762377,28.099009900990097,33.18811881188119,82.97029702970298,0.0
3581,303,34,8.911764705882353,507.2647058823529,33,1,0,20,14,0,0,0,34,17,17,0,0,0,34,21,13,0,34,0,0,45.55882352941177,1402.7941176470588,0.0,68.23529411764706,0.0,178.3235294117647,11.911764705882353
3582,58,8,7.25,20.375,8,0,0,7,1,0,0,0,8,6,2,0,7,1,0,6,2,0,4,4,0,45.625,770.5,0.0,22.125,28.875,79.5,23.875
3583,352,54,6.518518518518518,293.8333333333333,49,5,0,50,4,0,41,13,0,0,0,54,48,6,0,41,13,0,39,15,0,58.5,1547.6666666666667,1442.2037037037037,0.0,34.53703703703704,178.53703703703704,19.925925925925927
3584,8,1,8.0,53.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,25.0,717.0,302.0,9.0,24.0,87.0,0.0
3585,65,25,2.6,96.72,24,1,0,24,1,0,23,2,0,24,1,0,24,1,0,23,2,0,0,0,25,39.0,810.8,1061.48,33.92,23.52,117.28,0.0
3586,10,1,10.0,32.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,98.0,1135.0,1645.0,15.0,51.0,63.0,0.0
3587,335,80,4.1875,46.6,74,6,0,71,8,1,29,51,0,39,41,0,50,29,1,57,22,1,0,0,80,49.125,1195.1,2679.2375,61.425,45.45,153.025,0.0
3588,124,17,7.294117647058823,42.35294117647059,16,1,0,16,1,0,16,1,0,0,0,17,12,5,0,15,2,0,15,1,1,70.29411764705883,1029.8823529411766,1040.764705882353,0.0,52.11764705882353,69.3529411764706,12.764705882352942
3589,31,4,7.75,38.0,2,1,1,2,2,0,2,2,0,1,3,0,2,2,0,2,2,0,0,0,4,42.0,1493.75,2505.75,83.75,59.75,197.5,0.0
3590,954,97,9.835051546391753,85.36082474226804,81,15,1,66,31,0,0,0,97,55,42,0,46,51,0,51,46,0,67,27,3,87.19587628865979,1205.2268041237114,0.0,47.22680412371134,43.845360824742265,122.81443298969072,22.123711340206185
3591,687,82,8.378048780487806,179.3780487804878,54,28,0,51,31,0,32,50,0,46,35,1,24,58,0,53,28,1,0,0,82,86.1219512195122,1828.4634146341464,2844.621951219512,63.146341463414636,70.28048780487805,198.08536585365854,0.0
3592,61,11,5.545454545454546,40.09090909090909,10,1,0,9,2,0,0,0,11,0,0,11,9,2,0,7,4,0,0,0,11,95.45454545454545,1881.2727272727273,0.0,0.0,68.27272727272727,218.0909090909091,0.0
3593,5,2,2.5,0.0,2,0,0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0.0,450.0,229.0,0.0,50.0,0.0,0.0
3594,46,4,11.5,232.0,4,0,0,3,1,0,0,0,4,0,0,4,2,2,0,3,1,0,0,0,4,63.75,1969.5,0.0,0.0,62.5,242.75,0.0
3595,265,122,2.1721311475409837,146.65573770491804,10,111,1,122,0,0,104,18,0,0,0,122,113,8,1,122,0,0,0,0,122,136.31967213114754,1230.0655737704917,1664.8688524590164,0.0,41.60655737704918,109.27868852459017,0.0
3596,369,92,4.010869565217392,26.467391304347824,42,48,2,27,65,0,51,41,0,0,0,92,57,33,2,21,71,0,91,1,0,120.40217391304348,2338.2608695652175,1580.891304347826,0.0,89.75,260.0978260869565,12.956521739130435
3597,13,1,13.0,36.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,58.0,1575.0,2578.0,0.0,67.0,194.0,12.0
3598,17,4,4.25,58.25,4,0,0,4,0,0,4,0,0,4,0,0,2,2,0,4,0,0,0,0,4,37.75,783.5,617.0,16.5,39.75,74.25,0.0
3599,504,177,2.847457627118644,76.53107344632768,142,32,3,156,21,0,145,32,0,160,16,1,106,68,3,120,54,3,0,0,177,72.40677966101696,1252.8531073446327,1701.2203389830509,27.451977401129945,56.954802259887,101.50847457627118,0.0
3600,449,91,4.934065934065934,45.86813186813187,66,25,0,87,4,0,0,0,91,0,0,91,56,33,2,87,4,0,41,44,6,108.10989010989012,1581.131868131868,0.0,0.0,63.68131868131868,148.4945054945055,24.197802197802197
3601,3,1,3.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,35.0,590.0,1450.0,12.0,18.0,72.0,0.0
3602,60,22,2.727272727272727,82.31818181818181,18,4,0,22,0,0,22,0,0,17,5,0,22,0,0,21,1,0,0,0,22,47.81818181818182,837.5454545454545,783.6363636363636,38.31818181818182,19.863636363636363,97.45454545454545,0.0
3603,116,41,2.8292682926829267,200.73170731707316,31,10,0,30,11,0,29,12,0,37,4,0,35,6,0,35,6,0,0,0,41,51.31707317073171,1047.7073170731708,1411.9024390243903,19.75609756097561,30.926829268292682,111.92682926829268,0.0
3604,350,73,4.794520547945205,60.50684931506849,71,2,0,72,1,0,59,14,0,52,21,0,69,4,0,72,1,0,0,0,73,68.63013698630137,1356.5616438356165,1811.2054794520548,70.20547945205479,42.602739726027394,176.986301369863,0.0
3605,181,54,3.3518518518518516,96.72222222222223,30,24,0,45,9,0,0,0,54,0,0,54,31,22,1,41,13,0,43,10,1,155.64814814814815,2203.3888888888887,0.0,0.0,72.85185185185185,227.55555555555554,22.74074074074074
3606,255,64,3.984375,85.15625,43,20,1,61,3,0,0,0,64,63,1,0,57,7,0,60,4,0,63,1,0,84.0,927.84375,0.0,24.640625,34.90625,84.421875,20.09375
3607,442,59,7.491525423728813,140.32203389830508,31,28,0,59,0,0,22,37,0,45,14,0,37,21,1,54,5,0,0,0,59,185.71186440677965,2863.864406779661,2726.1186440677966,93.03389830508475,88.1864406779661,320.52542372881356,0.0
3608,610,94,6.48936170212766,58.734042553191486,61,33,0,86,8,0,17,77,0,76,16,2,81,12,1,90,4,0,0,0,94,178.62765957446808,1619.3191489361702,3384.1382978723404,44.02127659574468,41.223404255319146,135.2127659574468,0.0
3609,284,59,4.813559322033898,62.23728813559322,48,10,1,51,8,0,47,12,0,0,0,59,34,24,1,29,30,0,54,4,1,105.59322033898304,2636.7966101694915,3161.762711864407,0.0,93.8135593220339,338.76271186440675,17.593220338983052
3610,944,166,5.686746987951807,91.09036144578313,138,26,2,145,18,3,0,0,166,0,0,166,80,79,7,131,33,2,147,17,2,150.63253012048193,2057.246987951807,0.0,0.0,70.63855421686748,201.21686746987953,21.337349397590362
3611,608,99,6.141414141414141,450.3939393939394,65,34,0,96,3,0,63,36,0,93,6,0,78,19,2,0,0,99,99,0,0,95.94949494949495,1308.010101010101,1928.3434343434344,41.656565656565654,52.666666666666664,0.0,11.646464646464647
3612,1333,180,7.405555555555556,106.5111111111111,120,58,2,128,51,1,40,140,0,0,0,180,81,98,1,105,73,2,102,70,8,113.72222222222223,2141.0833333333335,2911.311111111111,0.0,69.75,256.24444444444447,30.5
3613,149,29,5.137931034482759,42.3448275862069,23,5,1,24,5,0,0,0,29,0,0,29,16,11,2,12,17,0,26,3,0,71.55172413793103,907.8620689655172,0.0,0.0,49.58620689655172,49.3448275862069,13.620689655172415
3614,637,100,6.37,114.61,87,12,1,82,18,0,73,27,0,0,0,100,52,47,1,91,9,0,100,0,0,66.8,1244.29,1590.69,0.0,66.64,85.54,11.76
3615,179,35,5.114285714285714,126.62857142857143,34,1,0,30,5,0,31,4,0,34,1,0,19,15,1,30,5,0,0,0,35,50.34285714285714,1080.7428571428572,1304.1714285714286,29.057142857142857,39.02857142857143,118.65714285714286,0.0
3616,8,2,4.0,53.0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,16.0,725.5,0.0,0.0,33.5,92.5,2.5
3617,22,9,2.4444444444444446,19.666666666666668,8,0,1,9,0,0,9,0,0,7,2,0,9,0,0,9,0,0,0,0,9,37.333333333333336,432.1111111111111,707.3333333333334,4.777777777777778,19.555555555555557,24.555555555555557,0.0
3618,205,147,1.3945578231292517,36.925170068027214,57,90,0,130,17,0,100,47,0,117,30,0,123,24,0,138,9,0,0,0,147,77.34693877551021,985.1020408163265,1505.1768707482993,45.25850340136054,28.231292517006803,104.93877551020408,0.0
3619,304,81,3.753086419753086,616.9135802469136,81,0,0,70,10,1,0,0,81,0,0,81,56,22,3,0,0,81,73,7,1,32.93827160493827,1065.3333333333333,0.0,0.0,35.18518518518518,0.0,16.333333333333332
3620,424,74,5.72972972972973,108.71621621621621,71,3,0,46,28,0,47,27,0,53,20,1,33,38,3,43,27,4,0,0,74,37.148648648648646,1167.445945945946,2031.1081081081081,38.472972972972975,39.78378378378378,149.6216216216216,0.0
3621,174,31,5.612903225806452,46.064516129032256,27,3,1,30,1,0,16,15,0,11,19,1,30,1,0,20,11,0,0,0,31,51.58064516129032,1146.5806451612902,1806.774193548387,63.354838709677416,29.161290322580644,165.2258064516129,0.0
3622,129,40,3.225,67.45,38,2,0,37,3,0,38,2,0,36,4,0,35,5,0,32,7,1,0,0,40,43.25,803.975,994.325,28.225,27.625,80.425,0.0
3623,441,76,5.802631578947368,97.75,72,3,1,63,13,0,0,0,76,0,0,76,44,30,2,64,12,0,71,4,1,47.25,1297.0263157894738,0.0,0.0,50.46052631578947,152.8684210526316,14.592105263157896
3624,193,89,2.168539325842697,19.43820224719101,74,14,1,85,4,0,52,37,0,67,21,1,47,35,7,64,23,2,0,0,89,19.573033707865168,300.1123595505618,457.0,13.595505617977528,9.685393258426966,32.1123595505618,0.0
3625,16,2,8.0,10.5,2,0,0,2,0,0,1,1,0,0,2,0,2,0,0,2,0,0,0,0,2,51.0,725.0,992.5,5.0,52.5,9.5,0.0
3626,198,37,5.351351351351352,50.21621621621622,35,2,0,32,5,0,0,0,37,0,0,37,32,5,0,17,19,1,0,0,37,30.216216216216218,899.2432432432432,0.0,0.0,25.2972972972973,149.48648648648648,0.0
3627,1,1,1.0,2.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,6.0,106.0,0.0,4.0,4.0,12.0,0.0
3628,388,61,6.360655737704918,153.0,40,21,0,23,38,0,14,47,0,27,34,0,18,43,0,33,28,0,0,0,61,82.0327868852459,2168.3606557377047,3478.4262295081967,77.32786885245902,89.59016393442623,248.14754098360655,0.0
3629,312,68,4.588235294117647,43.720588235294116,62,5,1,63,5,0,0,0,68,64,4,0,49,18,1,58,9,1,0,0,68,84.6029411764706,980.1764705882352,0.0,27.808823529411764,35.338235294117645,81.61764705882354,0.0
3630,158,79,2.0,17.0,78,1,0,73,6,0,63,16,0,79,0,0,30,48,1,60,17,2,0,0,79,90.35443037974683,937.4683544303797,1524.9367088607594,8.050632911392405,52.18987341772152,29.810126582278482,0.0
3631,793,131,6.0534351145038165,80.14503816793894,120,10,1,129,2,0,0,0,131,0,0,131,88,40,3,116,14,1,86,42,3,86.38931297709924,1120.7709923664122,0.0,0.0,38.29007633587786,117.7175572519084,24.885496183206108
3632,1120,170,6.588235294117647,91.08235294117647,146,24,0,140,30,0,93,77,0,164,6,0,122,45,3,118,50,2,0,0,170,164.4294117647059,2272.0588235294117,2283.735294117647,42.34705882352941,73.36470588235294,219.7058823529412,0.0
3633,1162,170,6.8352941176470585,66.31764705882352,132,37,1,114,56,0,79,91,0,0,0,170,76,90,4,101,68,1,96,70,4,151.22941176470587,2728.9058823529413,2763.8058823529414,0.0,70.32941176470588,376.13529411764705,43.17058823529412
3634,26,6,4.333333333333333,57.833333333333336,6,0,0,3,3,0,0,0,6,0,0,6,0,6,0,0,6,0,0,6,0,76.66666666666667,1623.6666666666667,0.0,0.0,78.16666666666667,167.83333333333334,29.166666666666668
3635,882,163,5.411042944785276,60.355828220858896,106,56,1,128,35,0,0,0,163,0,0,163,110,50,3,149,14,0,153,9,1,104.8957055214724,1437.2576687116564,0.0,0.0,42.4478527607362,146.46625766871165,8.901840490797547
3636,327,86,3.802325581395349,100.67441860465117,61,20,5,67,19,0,69,17,0,0,0,86,72,14,0,72,13,1,79,7,0,70.46511627906976,1325.5581395348838,1774.1627906976744,0.0,34.25581395348837,162.32558139534885,16.03488372093023
3637,397,59,6.728813559322034,82.57627118644068,58,1,0,52,7,0,0,0,59,0,0,59,41,14,4,37,22,0,58,1,0,37.355932203389834,1151.084745762712,0.0,0.0,38.88135593220339,153.10169491525423,12.288135593220339
3638,12,2,6.0,9.0,1,1,0,2,0,0,1,1,0,1,1,0,2,0,0,2,0,0,0,0,2,55.0,727.0,1331.0,34.0,31.0,58.5,0.0
3639,470,58,8.10344827586207,172.74137931034483,57,1,0,31,27,0,26,32,0,32,23,3,8,48,2,11,47,0,0,0,58,69.08620689655173,1648.0344827586207,3015.896551724138,26.310344827586206,76.98275862068965,152.89655172413794,0.0
3640,737,155,4.754838709677419,105.87096774193549,140,14,1,124,31,0,0,0,155,0,0,155,86,65,4,119,36,0,146,7,2,54.31612903225806,1263.6967741935484,0.0,0.0,49.21935483870968,130.16129032258064,13.470967741935484
3641,237,48,4.9375,117.35416666666667,47,1,0,34,14,0,38,10,0,48,0,0,10,37,1,24,24,0,0,0,48,86.14583333333333,1312.875,1661.6875,25.875,58.729166666666664,114.33333333333333,0.0
3642,400,54,7.407407407407407,42.51851851851852,46,8,0,42,12,0,34,20,0,0,0,54,21,31,2,41,13,0,0,0,54,69.24074074074075,1326.4814814814815,1994.3333333333333,0.0,50.25925925925926,153.14814814814815,0.0
3643,86,26,3.3076923076923075,33.61538461538461,20,5,1,23,3,0,24,2,0,26,0,0,24,2,0,26,0,0,0,0,26,42.23076923076923,748.6153846153846,1214.7307692307693,24.96153846153846,23.923076923076923,98.88461538461539,0.0
3644,39,20,1.95,112.95,18,2,0,17,3,0,20,0,0,13,5,2,18,2,0,17,3,0,0,0,20,27.75,747.45,906.9,48.4,24.3,90.2,0.0
3645,264,78,3.3846153846153846,129.62820512820514,30,45,3,64,9,5,57,21,0,42,36,0,59,17,2,55,22,1,0,0,78,70.25641025641026,1224.3846153846155,1703.1666666666667,50.87179487179487,36.756410256410255,144.34615384615384,0.0
3646,113,21,5.380952380952381,45.285714285714285,21,0,0,20,0,1,0,0,21,0,0,21,8,12,1,18,3,0,21,0,0,78.71428571428571,879.047619047619,0.0,0.0,36.904761904761905,53.904761904761905,8.0
3647,22,13,1.6923076923076923,21.0,13,0,0,13,0,0,13,0,0,12,1,0,11,2,0,13,0,0,0,0,13,16.153846153846153,532.3846153846154,740.7692307692307,33.69230769230769,28.307692307692307,57.46153846153846,0.0
3648,7,4,1.75,284.75,4,0,0,4,0,0,3,1,0,4,0,0,4,0,0,4,0,0,0,0,4,9.0,656.75,702.0,15.25,23.0,32.5,0.0
